0, 0, Header, 1, 2, 960
1, 0, Start_track
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, 1, "major"
1, 0, Tempo, 1000000
1, 84480, Tempo, 500000
1, 153600, Tempo, 500000
1, 153698, Tempo, 507462
1, 153795, Tempo, 515151
1, 153893, Tempo, 523076
1, 153990, Tempo, 531250
1, 154088, Tempo, 539682
1, 154185, Tempo, 548387
1, 154283, Tempo, 557377
1, 154380, Tempo, 566666
1, 154478, Tempo, 576271
1, 154575, Tempo, 586206
1, 154673, Tempo, 596491
1, 154770, Tempo, 607142
1, 154868, Tempo, 618181
1, 154965, Tempo, 629629
1, 155063, Tempo, 641509
1, 155160, Tempo, 653846
1, 155161, End_track
2, 0, Start_track
2, 0, Program_c, 0, 0
2, 0, Control_c, 0, 121, 0
2, 0, Control_c, 0, 64, 0
2, 0, Control_c, 0, 91, 48
2, 0, Control_c, 0, 10, 51
2, 0, Control_c, 0, 7, 100
2, 0, Note_on_c, 0, 76, 81
2, 0, Note_on_c, 0, 67, 81
2, 0, Note_on_c, 0, 71, 81
2, 0, Control_c, 0, 121, 0
2, 0, Control_c, 0, 64, 0
2, 0, Control_c, 0, 91, 48
2, 0, Control_c, 0, 10, 51
2, 0, Control_c, 0, 7, 100
2, 0, Title_t, "Piano"
2, 0, Note_on_c, 0, 52, 81
2, 240, Note_off_c, 0, 52, 0
2, 240, Note_on_c, 0, 55, 78
2, 480, Note_off_c, 0, 67, 0
2, 480, Note_off_c, 0, 71, 0
2, 480, Note_off_c, 0, 55, 0
2, 480, Note_on_c, 0, 57, 80
2, 720, Note_off_c, 0, 57, 0
2, 720, Note_on_c, 0, 59, 82
2, 960, Note_off_c, 0, 59, 0
2, 960, Note_on_c, 0, 57, 77
2, 1200, Note_off_c, 0, 57, 0
2, 1200, Note_on_c, 0, 59, 81
2, 1440, Note_off_c, 0, 59, 0
2, 1440, Note_on_c, 0, 57, 76
2, 1680, Note_off_c, 0, 57, 0
2, 1680, Note_on_c, 0, 55, 71
2, 1920, Note_off_c, 0, 55, 0
2, 1920, Note_on_c, 0, 67, 79
2, 1920, Note_on_c, 0, 71, 79
2, 1920, Note_on_c, 0, 52, 70
2, 2160, Note_off_c, 0, 52, 0
2, 2160, Note_on_c, 0, 55, 75
2, 2400, Note_off_c, 0, 76, 0
2, 2400, Note_off_c, 0, 67, 0
2, 2400, Note_off_c, 0, 71, 0
2, 2400, Note_off_c, 0, 55, 0
2, 2400, Note_on_c, 0, 78, 76
2, 2400, Note_on_c, 0, 57, 80
2, 2520, Note_off_c, 0, 78, 0
2, 2520, Note_on_c, 0, 76, 75
2, 2640, Note_off_c, 0, 76, 0
2, 2640, Note_off_c, 0, 57, 0
2, 2640, Note_on_c, 0, 75, 74
2, 2640, Note_on_c, 0, 59, 84
2, 2760, Note_off_c, 0, 75, 0
2, 2760, Note_on_c, 0, 76, 76
2, 2880, Note_off_c, 0, 76, 0
2, 2880, Note_off_c, 0, 59, 0
2, 2880, Note_on_c, 0, 76, 76
2, 2880, Note_on_c, 0, 57, 77
2, 3120, Note_off_c, 0, 57, 0
2, 3120, Note_on_c, 0, 59, 82
2, 3360, Note_off_c, 0, 59, 0
2, 3360, Note_on_c, 0, 57, 76
2, 3600, Note_off_c, 0, 76, 0
2, 3600, Note_off_c, 0, 57, 0
2, 3600, Note_on_c, 0, 75, 75
2, 3600, Note_on_c, 0, 55, 71
2, 3720, Note_off_c, 0, 75, 0
2, 3720, Note_on_c, 0, 76, 77
2, 3840, Note_off_c, 0, 76, 0
