0, 0, Header, 1, 2, 960
1, 0, Start_track
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, 6, "major"
1, 0, Tempo, 600000
1, 330240, Time_signature, 5, 2, 24, 8
1, 330241, End_track
2, 0, Start_track
2, 0, Program_c, 0, 0
2, 0, Control_c, 0, 121, 0
2, 0, Control_c, 0, 64, 0
2, 0, Control_c, 0, 91, 48
2, 0, Control_c, 0, 10, 51
2, 0, Control_c, 0, 7, 100
2, 0, Note_on_c, 0, 63, 66
2, 0, Control_c, 0, 121, 0
2, 0, Control_c, 0, 64, 0
2, 0, Control_c, 0, 91, 48
2, 0, Control_c, 0, 10, 51
2, 0, Control_c, 0, 7, 100
2, 0, Title_t, "Piano"
2, 960, Note_off_c, 0, 63, 0
2, 960, Note_on_c, 0, 70, 89
2, 2400, Note_off_c, 0, 70, 0
2, 2400, Note_on_c, 0, 71, 83
2, 2880, Note_off_c, 0, 71, 0
2, 2880, Note_on_c, 0, 70, 74
2, 3360, Note_off_c, 0, 70, 0
2, 3360, Note_on_c, 0, 68, 72
2, 3840, Note_off_c, 0, 68, 0
2, 3840, Note_on_c, 0, 66, 66
2, 4320, Note_off_c, 0, 66, 0
2, 4320, Note_on_c, 0, 68, 84
2, 4800, Note_off_c, 0, 68, 0
2, 4800, Note_on_c, 0, 70, 83
2, 5760, Note_off_c, 0, 70, 0
2, 5760, Note_on_c, 0, 63, 60
2, 6720, Note_off_c, 0, 63, 0
2, 6720, Note_on_c, 0, 68, 78
2, 8160, Note_off_c, 0, 68, 0
2, 8160, Note_on_c, 0, 66, 73
2, 8640, Note_off_c, 0, 66, 0
2, 8640, Note_on_c, 0, 65, 69
2, 9600, Note_off_c, 0, 65, 0
2, 9600, Note_on_c, 0, 70, 65
2, 9600, Note_on_c, 0, 63, 72
2, 10560, Note_off_c, 0, 70, 0
2, 10560, Note_on_c, 0, 75, 83
2, 11040, Note_off_c, 0, 63, 0
2, 11040, Note_on_c, 0, 65, 83
2, 11520, Note_off_c, 0, 65, 0
2, 11520, Note_on_c, 0, 66, 75
2, 12000, Note_off_c, 0, 75, 0
2, 12000, Note_on_c, 0, 78, 82
2, 12480, Note_off_c, 0, 66, 0
2, 12480, Note_off_c, 0, 78, 0
2, 12480, Note_on_c, 0, 77, 74
2, 12480, Note_on_c, 0, 68, 82
2, 12960, Note_off_c, 0, 77, 0
2, 12960, Note_on_c, 0, 75, 73
2, 13440, Note_off_c, 0, 68, 0
2, 13440, Note_off_c, 0, 75, 0
2, 13440, Note_on_c, 0, 73, 71
2, 13440, Note_on_c, 0, 70, 78
2, 13920, Note_off_c, 0, 73, 0
2, 13920, Note_on_c, 0, 75, 78
2, 14400, Note_off_c, 0, 75, 0
2, 14400, Note_on_c, 0, 77, 84
2, 14880, Note_off_c, 0, 70, 0
2, 14880, Note_on_c, 0, 68, 73
2, 15360, Note_off_c, 0, 77, 0
2, 15360, Note_off_c, 0, 68, 0
2, 15360, Note_on_c, 0, 70, 60
2, 15360, Note_on_c, 0, 66, 73
2, 15840, Note_off_c, 0, 66, 0
2, 15840, Note_on_c, 0, 65, 73
2, 16320, Note_off_c, 0, 70, 0
2, 16320, Note_off_c, 0, 65, 0
2, 16320, Note_on_c, 0, 75, 81
2, 16320, Note_on_c, 0, 66, 79
2, 16800, Note_off_c, 0, 66, 0
2, 16800, Note_on_c, 0, 65, 74
2, 17040, Note_off_c, 0, 65, 0
2, 17040, Note_on_c, 0, 63, 69
2, 17280, Note_off_c, 0, 63, 0
2, 17280, Note_on_c, 0, 65, 80
